"d []","dw [mm]","h [mm]","h_s [mm]","l [mm]","l_inset [mm]","l_s [mm]","ls [mm]","w [mm]","w_inset [mm]","w_s [mm]","Freq [GHz]","dB(St(port1_T1,port1_T1)) []"
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,26,-1.05616470524882
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,26.1,-1.1149098894397
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,26.2,-1.17969004290217
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,26.3,-1.2513907345943
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,26.4,-1.33106041291912
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,26.5,-1.419945667597
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,26.6,-1.51953503887993
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,26.7,-1.63161353408594
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,26.8,-1.75833049321293
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,26.9,-1.90228394560038
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,27,-2.06662501075547
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,27.1,-2.25518597348609
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,27.2,-2.47263487999444
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,27.3,-2.7246567563878
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,27.4,-3.01815455948551
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,27.5,-3.36144697697745
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,27.6,-3.76440520466795
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,27.7,-4.23839558463941
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,27.8,-4.79573407652784
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,27.9,-5.44801702623644
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,28,-6.20199082989159
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,28.1,-7.05033486056782
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,28.2,-7.95321628287183
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,28.3,-8.80882145326921
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,28.4,-9.4319461292079
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,28.5,-9.60638173994769
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,28.6,-9.24401498797896
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,28.7,-8.47396570693302
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,28.8,-7.52035891559957
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,28.9,-6.55613627938866
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,29,-5.67040278516397
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,29.1,-4.89499058624829
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,29.2,-4.23262004549106
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,29.3,-3.6736823631345
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,29.4,-3.20455773497882
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,29.5,-2.81136405524876
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,29.6,-2.48147751197194
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,29.7,-2.20401469717654
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,29.8,-1.96985221231875
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,29.9,-1.77145841035137
0.343581601031675,0.894661380361795,0.3,10,2.38908177835056,1.29049430070882,10,10,2.89833384122367,0.324054514251529,10,30,-1.60266611030457
0.343581601031675,0.894661380361795,0.3,10,2.3902198131557,1.29049430070882,10,10,2.89833384122367,0.323608344347375,10,26,-1.05507087938649
0.343581601031675,0.894661380361795,0.3,10,2.3902198131557,1.29049430070882,10,10,2.89833384122367,0.323608344347375,10,26.1,-1.11433270602898
0.343581601031675,0.894661380361795,0.3,10,2.3902198131557,1.29049430070882,10,10,2.89833384122367,0.323608344347375,10,26.2,-1.17972004221356
0.343581601031675,0.894661380361795,0.3,10,2.3902198131557,1.29049430070882,10,10,2.89833384122367,0.323608344347375,10,26.3,-1.25213504515635
0.343581601031675,0.894661380361795,0.3,10,2.3902198131557,1.29049430070882,10,10,2.89833384122367,0.323608344347375,10,26.4,-1.33264645596816
0.343581601031675,0.894661380361795,0.3,10,2.3902198131557,1.29049430070882,10,10,2.89833384122367,0.323608344347375,10,26.5,-1.4225257632473
0.343581601031675,0.894661380361795,0.3,10,2.3902198131557,1.29049430070882,10,10,2.89833384122367,0.323608344347375,10,26.6,-1.52329213698412
0.343581601031675,0.894661380361795,0.3,10,2.3902198131557,1.29049430070882,10,10,2.89833384122367,0.323608344347375,10,26.7,-1.63676833793103
