"d []","dw [mm]","Freq [GHz]","l [mm]","l_inset [mm]","Phi [deg]","w [mm]","w_inset [mm]","Theta [deg]","RealizedGainPhi []"
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-180,0.029860327845927
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-178,0.02986070566455
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-176,0.029530486984384
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-174,0.028875244819531
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-172,0.0279130670983906
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-170,0.0266752015254332
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-168,0.0252057135209688
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-166,0.0235601827228221
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-164,0.0218035627308778
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-162,0.0200073673283661
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-160,0.0182463359584353
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-158,0.0165947009946408
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-156,0.0151221656103196
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-154,0.0138897335161704
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-152,0.0129456206285117
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-150,0.0123216065372175
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-148,0.0120303065965453
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-146,0.0120639044085338
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-144,0.0123948247792102
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-142,0.0129786215791233
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-140,0.0137590207733992
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-138,0.0146746623260338
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-136,0.015666726353948
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-134,0.0166864137659074
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-132,0.0177012521841551
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-130,0.0186994248499802
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-128,0.0196917131382927
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-126,0.0207110882536571
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-124,0.021810355937569
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-122,0.0230584523483757
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-120,0.0245359788120345
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-118,0.0263303924108985
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-116,0.028531037606394
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-114,0.0312240235766908
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-112,0.034486903077468
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-110,0.038383210040903
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-108,0.0429571183171627
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-106,0.0482287039486987
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-104,0.0541904342373225
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-102,0.0608055060252527
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-100,0.0680085027084036
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-98,0.0757085756808007
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-96,0.0837950543769121
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-94,0.0921451265982415
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-92,0.100633061721333
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-90,0.109140390853457
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-88,0.117566489709427
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-86,0.125839085875619
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-84,0.133924278375042
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-82,0.141835670071633
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-80,0.149642150835242
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-78,0.157473737730073
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-76,0.165524710881892
0.296113923912609,0.84660607829797,28,2.19244930665735,1.2584224433474,0,2.88371162727687,0.346213320460124,-74,0.174053134807642
